text,label
"I hate anxiety. I have felt so off lately.",MENTAL_HEALTH
"Good she out here giving niggas ptsd and depression shorty needs to be taken in by the cdc",MENTAL_HEALTH
"I like to Direk Bobet Vidanes tackles abiut depression",OTHER
"target aesthetic is depression and talking about zodiacs",OTHER
"'Stressed and depressed'",MENTAL_HEALTH
"And when you said manic depression's a frustrated mess",MENTAL_HEALTH
"I had a dream last night that tom holland and I hugged for five minutes straight and now I'm depressed",OTHER
"Movies relieve all kinds of anxiety",OTHER
"@user @user Transitioning was the only thing that treated my depressionism and anxietheism.",OTHER
"Depression and anxiety",MENTAL_HEALTH
"I go through a whole stage of anxiety before I ask for a simple $5",OTHER
"anxious level: extreme",MENTAL_HEALTH
"@user @user @user @user this looks like another depressing read - thank you for the heads up",OTHER
"i just feel so overwhelmed rn i'm super anxious about 50 different things uh",MENTAL_HEALTH
"@user Not all rich people have depression. :/",OTHER
"Cutting back caffeine can help #reduceanxiety and #irritability.",OTHER
"A bit of sunshine for anyone who regularly reads my depressing AF twitter feed.",MENTAL_HEALTH
"another anxiety filled day ugh",MENTAL_HEALTH
"SHOUTOUT to the hella abusive person who yelled swear words and unhelpful rage at me when I'm already on anxiety high alertShhhhoooootttt",MENTAL_HEALTH
"Anxiety at night is the WORST",MENTAL_HEALTH
"I love overcoming depression and PTSD from losing a loved one traumatically and healing with your friends by your side",MENTAL_HEALTH
"@user Yep, all of these depressing futures are depressingly possible.",OTHER
"@user It's sad and depressing that I'm living 7 hours away by flight from Korea or Japan 😭 It's difficult 💦",OTHER
"@user  fam meh depression is out cuz I used up all meh happiness yesterday",OTHER
"Damn. I need to find a way to be happy, cause dis depressed shit ain't workin &amp; it ain't for me.",MENTAL_HEALTH
"I am not a person built for live-streams they make me so anxious if I get behind",MENTAL_HEALTH
"omg thank god i can start my midnight pacing soon i was getting so mf anxious djdjjdjk god i'm so goddamn stupid i hate myself",MENTAL_HEALTH
"I dont like wearing foundation.I let people see my flaws, insecurities, and depression up my surface.",MENTAL_HEALTH
"@user @user @user Anxiously waiting!",OTHER
"My dad said to me that I don't seem depressed but ohhhohohoh boy if I only had the courage to tell you how I felt",MENTAL_HEALTH
"#WATCRY is @user depressed or something?",OTHER
"@user AND THEN SHE ALWAYS PULLS THE 🌫🖤☁️ luv u guys sorry i'm so depressed LIKE SHUT TF UP",OTHER
"everything is manageable until a depressive episode and pms hit at the exact same time",OTHER
"depression at its finest",MENTAL_HEALTH
"I woke up and was depressed that whole day",MENTAL_HEALTH
"After break up one moves on a new relationship..and other in depression!",OTHER
"Does anyone else's get summer depression. This heat actually makes me miserable",OTHER
"Depression is more tiring than work 😩😢😭",MENTAL_HEALTH
"@user omg ty queen i dont have depression anymore",OTHER
"When someone you havent seen or talked to in years and were close to move in a few houses away... hello anxiety :)))",OTHER
"will I ever have a job that doesn't fill me with massive anxiety lol",OTHER
"ive been chugging caffeine since 4:30 this morning my anxiety is going to be through the roof ! 😬",OTHER
"@user So much, yes. I can get almost depressed about it.",OTHER
"getting more anxious day by day",MENTAL_HEALTH
"My oc is supertalented to be horny and depressed at the same time",OTHER
"So they're now just 30+ &amp; depressed because of the cultural pressure to marry. Once you go black , YOU CANT go back 💀",OTHER
"I have a bio test in a few  minutes and my anxiety is just being annoying, can it not... its not the right time!!!💀😭😭😭😭",OTHER
"I got soo much coming up this month  getting anxiety just thinking about it",MENTAL_HEALTH
"im just kinda sad i quit because depression and then started gaining weight .",MENTAL_HEALTH
"I still love how much after laughter has helped me with my anxiety and depression god I love paramore so much",MENTAL_HEALTH
"I'm so anxious for tomorrow",MENTAL_HEALTH
"All of a sudden depression jokes aren't so funny",MENTAL_HEALTH
"I'm really trying to pray this depression out of my life. Cause I just can't.",MENTAL_HEALTH
"Anxiety sucks. I know I look hella cute in this outfit, but I still worry about what other people think.",MENTAL_HEALTH
"I AM NON-RESPONSIVE TO DEMONIC DEPRESSION! ****THOSE WHO DEAL WITH THIS REPEAT IT MORE THAN ONCE!!!",MENTAL_HEALTH
"my anxiety was pretty bad today should i get another tattoo be honest",MENTAL_HEALTH
"This is sooo depressing 🙁🙁🥺",MENTAL_HEALTH
"@user That is extremely depressing",OTHER
"I like the way getting a #tattoo feels. If I'm depressed, it's nice to get one and deal with the pain.",OTHER
"Why is normal living so hard 😢 #PND #mentalhealth #depression",MENTAL_HEALTH
"My house is so fucking depressing like I just would rather die. I don't even know where to start it's so dirty.",MENTAL_HEALTH
"I will overcome my depression &amp; anxiety...fucking WATCH me.",MENTAL_HEALTH
"No, I'm in a constant state of depression",MENTAL_HEALTH
"My anxiety has been sky high this week and honestly I don't know what I'm going to do if it continues to be like this",MENTAL_HEALTH
"Def been depressed for a month straight.",MENTAL_HEALTH
"Nothing diminishes anxiety faster than action. —Walter Anderson via @user",OTHER
"How do we change the stereotype that depression is an illness that solely effects white people? #RealGoboza",OTHER
"i'm depressed, meg",MENTAL_HEALTH
"jus wanted to say that spamming me makes me rly rly anxious so i would appreciate if u wouldnt do that ^__^",OTHER
"@user Well I'm depressed that you haven't been here",MENTAL_HEALTH
"@user See @user we're everywhere, us phone-anxiety people...",OTHER
"Wow I'm having such an awful anxiety attack Rn holy shit",MENTAL_HEALTH
"Anxiety is fckn killing me rn 😭",MENTAL_HEALTH
"Anxiety on 1000. Don't bother me.",MENTAL_HEALTH
"I'm to depressed for this shit",MENTAL_HEALTH
"@user What do you feel anxious about?",MENTAL_HEALTH
"ok my mum is going to kill me bc i spent 600+ on shoes this month LOL BUT I finally bought the golf le fleurs!!!! my depression is cured",OTHER
"@user @user ...@zoewhittall I didn't find your book depressing. Just saying!",OTHER
"stop rt those rt or else posts on my tl they make me so anxious you guys are the Worst",OTHER
"If I smoke while having an anxiety attack would that make it worse. ?",OTHER
"Also, the team mate have capacity and have effort than I so I get further depressed .",MENTAL_HEALTH
"I've the worst anxiety the last 3 days. I think a tattoo would make me feel better. Just sayin 🤷🏼‍♀️",OTHER
"Wow im depressed",MENTAL_HEALTH
"I'm mixed with anxiety and love rn hoo boy",OTHER
"@user they give me anxiety now 🙃 totally ruins the concert experience",OTHER
"Twitter is just A depression site foh ugly people like me.. :/",OTHER
"this gives me anxiety",MENTAL_HEALTH
"Anxiety is an illusion",OTHER
"Your deer daddy is depressed,  how do you cheer him up?",MENTAL_HEALTH
"Nicolas sparks movies give me depression lmao",OTHER
"im depressed is the game fucking DEAD now? Why tf NINTENDO ACTING LIKE ITS OVER FOREVER BITCH STOP BEIN DRAMATIC",OTHER
"Really enjoyed this game. It felt like a really solid look into an anxiety in a very approachable way.",OTHER
"@user The anxiety is real",MENTAL_HEALTH
"@user I think I'm also just ridden with anxiety because I don't want to look like a fool in the gym (:",MENTAL_HEALTH
"this is depressing. goodnight.",MENTAL_HEALTH
"What's it like not be constantly plagued by anxiety",MENTAL_HEALTH
"@user The year just started, and you know the most depressing day. Enough with the trash jor",MENTAL_HEALTH
"My anxiety has reached a new point where if something I'm watching is going badly, I get stressed out about it? Which is super weird.",MENTAL_HEALTH
"Of course you should run Asses with soldiers. You should anxious everything with cards.",OTHER
"bring back that depression weed",OTHER
"*screeching* wHy tHe FuCK!!! do i have anxiety!!! nothing is happening!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",MENTAL_HEALTH
"My anxiety! #GameOfThornes - how many tears will i shed ?",OTHER
"You know what ? I got depressed, sad but no one's there.",MENTAL_HEALTH
"@user It's anxiety",MENTAL_HEALTH
"@user taking antidepressants is bimbofication",MENTAL_HEALTH
"Why am I so scared to kill myself? I wish I could just bring myself to do it already... 🥀#Depression #Suicidal",MENTAL_HEALTH
"im depressed and sleepy, somebody pls reply with chris pictures",MENTAL_HEALTH
"@user @user They're building around EliWon't be surprised if Eli gets extended....Holy shit I'm depressed now",OTHER
"Been sleeping all day. Am I tired or is this depression?",MENTAL_HEALTH
"Social anxiety + being alone in public....   FOCCCCC",MENTAL_HEALTH
"i'm really gonna need someone to distract me this weekend and not let me stay home and be depressed",MENTAL_HEALTH
"me: i have anxietyperson:",MENTAL_HEALTH
"Im depressed and fed up beyond belief and just want it to end",MENTAL_HEALTH
"My hair ain't darker stop it y'all are making me depressed, it's literally the same LMAO",OTHER
"Okay sorry for being depressing I'm back 😚🤟🏼",OTHER
"Me personified in a single tweet. Thank you for seeing my once a week depressive tweet ok bye.",OTHER
"Wow it really is depression hours",MENTAL_HEALTH
"Fun Fact: Anxiety can open up existentialism",OTHER
"And im rapping these days. That means im really stressed and anxious. I havent rapped in like months lmao so im worried.",MENTAL_HEALTH
"Depression is so serious, depression killed my fucking father almost a year ago ..",MENTAL_HEALTH
"Shit makes me hella depressed, but I'll smile and continue my day like it's cool",MENTAL_HEALTH
"Julia's EP out tomorrow omg i cant wait to hear Selena's part on anxiety . Ma bby is back w a new song",OTHER
"@user Thought you was gonna be less depressing in here? Sheesh",OTHER
"obsessed depressed at the same time",MENTAL_HEALTH
"Boomers have to blame shootings on Video Games because they dont believe that depression is real.",MENTAL_HEALTH
"*uses caffeine as an antidepressant*",OTHER
"if i was depressed i would simply just be happy",MENTAL_HEALTH
"it's been a very depressing week.",MENTAL_HEALTH
"depression really fucking sucks",MENTAL_HEALTH
"Libra culture is using the same nail polish color at the salon 2-3 visits in a row bc trying to pick a new one causes you anxiety",OTHER
"anyways, my last year of college starts today whew anxiety!",OTHER
"'Dad.. I'm depressed.' 'Hi depressed, I'm Dad.'",OTHER
"respiratory depression be my god",OTHER
"deactivated my main because not only do i feel invisible, i am also depressed.",OTHER
